date,kode,nama,open,high,low,close,volume
2026-01-22,BMRI,Bank Mandiri (Persero) Tbk.,4990.0,5025.0,4930.0,4980.0,145002200
2026-01-23,BMRI,Bank Mandiri (Persero) Tbk.,4980.0,5000.0,4870.0,4990.0,116237200
2026-01-26,BMRI,Bank Mandiri (Persero) Tbk.,4910.0,4970.0,4870.0,4910.0,225443300
2026-01-27,BMRI,Bank Mandiri (Persero) Tbk.,4860.0,4910.0,4800.0,4810.0,160620600
2026-01-28,BMRI,Bank Mandiri (Persero) Tbk.,4570.0,4810.0,4410.0,4560.0,643802800
2026-01-29,BMRI,Bank Mandiri (Persero) Tbk.,4420.0,4640.0,4070.0,4630.0,907054600
2026-01-30,BMRI,Bank Mandiri (Persero) Tbk.,4700.0,4880.0,4630.0,4820.0,343393600
2026-02-02,BMRI,Bank Mandiri (Persero) Tbk.,4900.0,4920.0,4710.0,4800.0,290622800
2026-02-03,BMRI,Bank Mandiri (Persero) Tbk.,4830.0,4850.0,4710.0,4830.0,169775800
2026-02-04,BMRI,Bank Mandiri (Persero) Tbk.,4860.0,5025.0,4830.0,5000.0,232816800
2026-02-05,BMRI,Bank Mandiri (Persero) Tbk.,5050.0,5100.0,5000.0,5050.0,209505400
2026-02-06,BMRI,Bank Mandiri (Persero) Tbk.,4950.0,5050.0,4890.0,5050.0,278775900
2026-02-09,BMRI,Bank Mandiri (Persero) Tbk.,5050.0,5075.0,4950.0,5000.0,177079900
2026-02-10,BMRI,Bank Mandiri (Persero) Tbk.,5000.0,5100.0,4990.0,5100.0,177110700
2026-02-11,BMRI,Bank Mandiri (Persero) Tbk.,5075.0,5100.0,4990.0,5025.0,201135900
2026-02-12,BMRI,Bank Mandiri (Persero) Tbk.,5025.0,5075.0,5000.0,5075.0,121407500
2026-02-13,BMRI,Bank Mandiri (Persero) Tbk.,5050.0,5075.0,4970.0,5075.0,157236900
2026-02-18,BMRI,Bank Mandiri (Persero) Tbk.,5075.0,5275.0,5050.0,5275.0,212076100
2026-02-19,BMRI,Bank Mandiri (Persero) Tbk.,5275.0,5300.0,5050.0,5075.0,133827800
2026-02-20,BMRI,Bank Mandiri (Persero) Tbk.,5100.0,5175.0,5050.0,5125.0,88563800
2026-02-23,BMRI,Bank Mandiri (Persero) Tbk.,5150.0,5275.0,5150.0,5275.0,131595700
2026-02-24,BMRI,Bank Mandiri (Persero) Tbk.,5275.0,5375.0,5250.0,5375.0,203553200
2026-02-25,BMRI,Bank Mandiri (Persero) Tbk.,5350.0,5375.0,5300.0,5300.0,147700600
2026-02-26,BMRI,Bank Mandiri (Persero) Tbk.,5350.0,5350.0,5200.0,5325.0,120621100
2026-02-27,BMRI,Bank Mandiri (Persero) Tbk.,5325.0,5350.0,5275.0,5275.0,206461200
2026-03-02,BMRI,Bank Mandiri (Persero) Tbk.,5125.0,5175.0,5050.0,5075.0,168721700
2026-03-03,BMRI,Bank Mandiri (Persero) Tbk.,5100.0,5175.0,5050.0,5100.0,106384700
2026-03-04,BMRI,Bank Mandiri (Persero) Tbk.,5050.0,5075.0,4870.0,4980.0,294487200
2026-03-05,BMRI,Bank Mandiri (Persero) Tbk.,5025.0,5125.0,5000.0,5125.0,133690000
2026-03-06,BMRI,Bank Mandiri (Persero) Tbk.,5075.0,5100.0,4950.0,4980.0,127625100
2026-03-09,BMRI,Bank Mandiri (Persero) Tbk.,4800.0,4870.0,4780.0,4820.0,217673200
2026-03-10,BMRI,Bank Mandiri (Persero) Tbk.,4920.0,4990.0,4860.0,4910.0,124581800
2026-03-11,BMRI,Bank Mandiri (Persero) Tbk.,4930.0,4970.0,4880.0,4880.0,86759500
2026-03-12,BMRI,Bank Mandiri (Persero) Tbk.,4870.0,4980.0,4870.0,4960.0,85989900
2026-03-13,BMRI,Bank Mandiri (Persero) Tbk.,4900.0,4920.0,4750.0,,187462500
2026-03-16,BMRI,Bank Mandiri (Persero) Tbk.,4730.0,4740.0,4630.0,,149035900
2026-03-17,BMRI,Bank Mandiri (Persero) Tbk.,4750.0,4780.0,4710.0,,274977700
2026-03-25,BMRI,Bank Mandiri (Persero) Tbk.,4650.0,4970.0,4650.0,4970.0,389349400
2026-03-26,BMRI,Bank Mandiri (Persero) Tbk.,4970.0,4980.0,4840.0,,120735200
2026-03-27,BMRI,Bank Mandiri (Persero) Tbk.,4840.0,4870.0,4760.0,4760.0,73158700
2026-03-30,BMRI,Bank Mandiri (Persero) Tbk.,4710.0,4750.0,4690.0,4700.0,110819500
2026-03-31,BMRI,Bank Mandiri (Persero) Tbk.,4710.0,4790.0,4700.0,4720.0,184777500
2026-04-01,BMRI,Bank Mandiri (Persero) Tbk.,4800.0,4830.0,4680.0,4720.0,162832600
2026-04-02,BMRI,Bank Mandiri (Persero) Tbk.,4720.0,4730.0,4640.0,4650.0,109496300
2026-04-06,BMRI,Bank Mandiri (Persero) Tbk.,4650.0,4700.0,4600.0,4610.0,60887500
2026-04-07,BMRI,Bank Mandiri (Persero) Tbk.,4600.0,4610.0,4500.0,4510.0,190847400
2026-04-08,BMRI,Bank Mandiri (Persero) Tbk.,4670.0,4700.0,4630.0,4670.0,169872400
2026-04-09,BMRI,Bank Mandiri (Persero) Tbk.,4650.0,4650.0,4570.0,4570.0,128431200
2026-04-10,BMRI,Bank Mandiri (Persero) Tbk.,4580.0,4700.0,4580.0,4670.0,103583800
2026-04-13,BMRI,Bank Mandiri (Persero) Tbk.,4640.0,4660.0,4600.0,4600.0,103202100
2026-04-14,BMRI,Bank Mandiri (Persero) Tbk.,4670.0,4720.0,4650.0,4710.0,135501000
2026-04-15,BMRI,Bank Mandiri (Persero) Tbk.,4750.0,4770.0,4640.0,4650.0,104621600
2026-04-16,BMRI,Bank Mandiri (Persero) Tbk.,4680.0,4680.0,4620.0,4640.0,120500900
2026-04-17,BMRI,Bank Mandiri (Persero) Tbk.,4670.0,4700.0,4580.0,4620.0,125867600
2026-04-20,BMRI,Bank Mandiri (Persero) Tbk.,4640.0,4670.0,4590.0,4620.0,104938900
2026-04-21,BMRI,Bank Mandiri (Persero) Tbk.,4610.0,4700.0,4610.0,4700.0,120070400
2026-04-22,BMRI,Bank Mandiri (Persero) Tbk.,4700.0,4770.0,4700.0,4750.0,113814200
2026-04-23,BMRI,Bank Mandiri (Persero) Tbk.,4760.0,4770.0,4630.0,4630.0,133792200
2026-04-24,BMRI,Bank Mandiri (Persero) Tbk.,4630.0,4630.0,4490.0,4500.0,218703100
2026-04-27,BMRI,Bank Mandiri (Persero) Tbk.,4500.0,4510.0,4360.0,4400.0,257209000
2026-04-28,BMRI,Bank Mandiri (Persero) Tbk.,4420.0,4480.0,4350.0,4430.0,246361500
2026-04-29,BMRI,Bank Mandiri (Persero) Tbk.,4440.0,4530.0,4430.0,4430.0,201458600
2026-04-30,BMRI,Bank Mandiri (Persero) Tbk.,4430.0,4450.0,4370.0,4390.0,186960200
2026-05-01,BMRI,Bank Mandiri (Persero) Tbk.,,,,,
2026-05-04,BMRI,Bank Mandiri (Persero) Tbk.,4430.0,4470.0,4410.0,4420.0,166294600
2026-05-05,BMRI,Bank Mandiri (Persero) Tbk.,4420.0,4570.0,4410.0,4490.0,186702000
2026-05-06,BMRI,Bank Mandiri (Persero) Tbk.,4530.0,4550.0,4480.0,4510.0,156255400
2026-05-07,BMRI,Bank Mandiri (Persero) Tbk.,4570.0,4640.0,4550.0,4640.0,262274800
2026-05-08,BMRI,Bank Mandiri (Persero) Tbk.,4650.0,4710.0,4620.0,4630.0,369212800
2026-05-11,BMRI,Bank Mandiri (Persero) Tbk.,4310.0,4340.0,4250.0,4250.0,424518900
2026-05-12,BMRI,Bank Mandiri (Persero) Tbk.,4270.0,4270.0,4190.0,4240.0,221247900
2026-05-13,BMRI,Bank Mandiri (Persero) Tbk.,4230.0,4250.0,4190.0,4200.0,192288300
2026-05-14,BMRI,Bank Mandiri (Persero) Tbk.,,,,,
2026-05-15,BMRI,Bank Mandiri (Persero) Tbk.,,,,,
2026-05-18,BMRI,Bank Mandiri (Persero) Tbk.,4170.0,4170.0,4080.0,4130.0,316067300
2026-05-19,BMRI,Bank Mandiri (Persero) Tbk.,4130.0,4260.0,4100.0,4130.0,306901800
2026-05-20,BMRI,Bank Mandiri (Persero) Tbk.,4150.0,4290.0,4110.0,4230.0,308468000
2026-05-21,BMRI,Bank Mandiri (Persero) Tbk.,4280.0,4280.0,4130.0,4170.0,137461700
2026-05-22,BMRI,Bank Mandiri (Persero) Tbk.,4140.0,4150.0,4040.0,4120.0,190022900
2026-05-25,BMRI,Bank Mandiri (Persero) Tbk.,4160.0,4300.0,4130.0,4220.0,235113500
2026-05-26,BMRI,Bank Mandiri (Persero) Tbk.,4210.0,4220.0,4130.0,4130.0,181583300
2026-05-27,BMRI,Bank Mandiri (Persero) Tbk.,,,,,
2026-05-28,BMRI,Bank Mandiri (Persero) Tbk.,,,,,
2026-05-29,BMRI,Bank Mandiri (Persero) Tbk.,4120.0,4190.0,4080.0,4080.0,443299000
2026-06-01,BMRI,Bank Mandiri (Persero) Tbk.,,,,,
2026-06-02,BMRI,Bank Mandiri (Persero) Tbk.,4090.0,4190.0,4090.0,,261911500
2026-06-03,BMRI,Bank Mandiri (Persero) Tbk.,4200.0,4200.0,4020.0,,287274100
2026-06-04,BMRI,Bank Mandiri (Persero) Tbk.,4050.0,4060.0,3930.0,3970.0,328529500
2026-06-05,BMRI,Bank Mandiri (Persero) Tbk.,3900.0,3950.0,3820.0,3840.0,320689600
2026-06-08,BMRI,Bank Mandiri (Persero) Tbk.,3810.0,3900.0,3700.0,3710.0,387103400
2026-06-09,BMRI,Bank Mandiri (Persero) Tbk.,3650.0,4090.0,3650.0,4090.0,484957600
2026-06-10,BMRI,Bank Mandiri (Persero) Tbk.,4100.0,4260.0,4050.0,4260.0,359183100
2026-06-11,BMRI,Bank Mandiri (Persero) Tbk.,4260.0,4340.0,4140.0,4250.0,309015100
2026-06-12,BMRI,Bank Mandiri (Persero) Tbk.,4320.0,4320.0,4200.0,4200.0,241735800
2026-06-15,BMRI,Bank Mandiri (Persero) Tbk.,4300.0,4500.0,4300.0,,310948900
2026-06-16,BMRI,Bank Mandiri (Persero) Tbk.,,,,,
2026-06-17,BMRI,Bank Mandiri (Persero) Tbk.,4500.0,4570.0,4390.0,4490.0,286865700
2026-06-18,BMRI,Bank Mandiri (Persero) Tbk.,4440.0,4470.0,4340.0,4470.0,190568200
2026-06-19,BMRI,Bank Mandiri (Persero) Tbk.,4390.0,4470.0,4300.0,4310.0,377274300
2026-06-22,BMRI,Bank Mandiri (Persero) Tbk.,4320.0,4340.0,4220.0,,101336500
2026-06-23,BMRI,Bank Mandiri (Persero) Tbk.,4200.0,4210.0,4090.0,4120.0,248512500
2026-06-24,BMRI,Bank Mandiri (Persero) Tbk.,4130.0,4180.0,3970.0,3970.0,254221600
2026-06-25,BMRI,Bank Mandiri (Persero) Tbk.,3970.0,4090.0,3960.0,4000.0,275422800
2026-06-26,BMRI,Bank Mandiri (Persero) Tbk.,4000.0,4040.0,3900.0,3990.0,247361000
2026-06-29,BMRI,Bank Mandiri (Persero) Tbk.,3990.0,4010.0,3930.0,3940.0,120733900
2026-06-30,BMRI,Bank Mandiri (Persero) Tbk.,3930.0,3930.0,3830.0,3850.0,200553100
2026-07-01,BMRI,Bank Mandiri (Persero) Tbk.,3810.0,3880.0,3800.0,3810.0,142033400
2026-07-02,BMRI,Bank Mandiri (Persero) Tbk.,3810.0,3960.0,3810.0,3900.0,181957900
2026-07-03,BMRI,Bank Mandiri (Persero) Tbk.,3950.0,4040.0,3950.0,4010.0,97694100
2026-07-06,BMRI,Bank Mandiri (Persero) Tbk.,4020.0,4040.0,3940.0,4030.0,143666300
2026-07-07,BMRI,Bank Mandiri (Persero) Tbk.,4030.0,4090.0,3990.0,4070.0,181399100
2026-07-08,BMRI,Bank Mandiri (Persero) Tbk.,4080.0,4080.0,3970.0,3970.0,107375600
2026-07-09,BMRI,Bank Mandiri (Persero) Tbk.,3960.0,4040.0,3950.0,4040.0,109084100
2026-07-10,BMRI,Bank Mandiri (Persero) Tbk.,4050.0,4080.0,4010.0,4080.0,73997600
2026-07-13,BMRI,Bank Mandiri (Persero) Tbk.,4070.0,4260.0,4020.0,4250.0,140381100
2026-07-14,BMRI,Bank Mandiri (Persero) Tbk.,4250.0,4260.0,4130.0,4160.0,186937300
2026-07-15,BMRI,Bank Mandiri (Persero) Tbk.,4220.0,4270.0,4170.0,4200.0,145283200
2026-07-16,BMRI,Bank Mandiri (Persero) Tbk.,4240.0,4310.0,4220.0,4310.0,103434900
2026-07-17,BMRI,Bank Mandiri (Persero) Tbk.,4310.0,4490.0,4270.0,4480.0,263357500
2026-07-20,BMRI,Bank Mandiri (Persero) Tbk.,4480.0,4520.0,4420.0,4450.0,197096400
2026-07-21,BMRI,Bank Mandiri (Persero) Tbk.,4480.0,4490.0,4430.0,4480.0,135068500
2026-07-22,BMRI,Bank Mandiri (Persero) Tbk.,4490.0,4490.0,4410.0,4420.0,93136600
2026-07-23,BMRI,Bank Mandiri (Persero) Tbk.,4450.0,4470.0,4330.0,4380.0,160468800
2026-07-24,BMRI,Bank Mandiri (Persero) Tbk.,4280.0,4290.0,4120.0,4130.0,403126400
2026-07-27,BMRI,Bank Mandiri (Persero) Tbk.,4110.0,4160.0,4060.0,4160.0,233516000
2026-07-28,BMRI,Bank Mandiri (Persero) Tbk.,4150.0,4190.0,4100.0,4100.0,162841200
2026-07-29,BMRI,Bank Mandiri (Persero) Tbk.,4120.0,4140.0,4060.0,4090.0,125647800
2026-07-30,BMRI,Bank Mandiri (Persero) Tbk.,4100.0,4200.0,4100.0,4160.0,100897800
2026-07-31,BMRI,Bank Mandiri (Persero) Tbk.,4180.0,4200.0,4160.0,4190.0,97657300
2026-08-03,BMRI,Bank Mandiri (Persero) Tbk.,4230.0,4230.0,4140.0,4170.0,76254300
2026-08-04,BMRI,Bank Mandiri (Persero) Tbk.,4170.0,4260.0,4170.0,4260.0,121374800
2026-08-05,BMRI,Bank Mandiri (Persero) Tbk.,4260.0,4280.0,4220.0,4220.0,122781400
2026-08-06,BMRI,Bank Mandiri (Persero) Tbk.,4240.0,4280.0,4200.0,4200.0,95744300
2026-08-07,BMRI,Bank Mandiri (Persero) Tbk.,4220.0,4270.0,4210.0,4240.0,110106100
2026-08-10,BMRI,Bank Mandiri (Persero) Tbk.,4250.0,4270.0,4180.0,4180.0,148614700
2026-08-11,BMRI,Bank Mandiri (Persero) Tbk.,4200.0,4200.0,4100.0,4120.0,148404100
2026-08-12,BMRI,Bank Mandiri (Persero) Tbk.,4130.0,4150.0,4080.0,4130.0,153658300
2026-08-13,BMRI,Bank Mandiri (Persero) Tbk.,4140.0,4150.0,4090.0,4130.0,108708200
2026-08-14,BMRI,Bank Mandiri (Persero) Tbk.,4140.0,4170.0,4100.0,4170.0,75934800
2026-08-17,BMRI,Bank Mandiri (Persero) Tbk.,,,,,
2026-08-18,BMRI,Bank Mandiri (Persero) Tbk.,4200.0,4220.0,4150.0,4150.0,116514200
2026-08-19,BMRI,Bank Mandiri (Persero) Tbk.,4160.0,4190.0,4140.0,4140.0,79287200
2026-08-20,BMRI,Bank Mandiri (Persero) Tbk.,4150.0,4180.0,4140.0,4150.0,74796300
2026-08-21,BMRI,Bank Mandiri (Persero) Tbk.,4170.0,4240.0,4170.0,4220.0,142906200
2026-08-24,BMRI,Bank Mandiri (Persero) Tbk.,4220.0,4220.0,4170.0,4200.0,86046100
